name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients,calories,total_fat,sugar,sodium,protein,saturated_fat,carbohydrates
2 minute zingy minty cucumber slices,422611.0,2.0,1375473.0,2010-05-03,"['weeknight', '15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'for-1-or-2', '5-ingredients-or-less', 'appetizers', 'lunch', 'snacks', 'vegetables', 'easy', 'european', 'beginner-cook', 'vegan', 'vegetarian', 'english', 'dietary', 'inexpensive', 'brunch', 'number-of-servings']","[25.3, 0.0, 10.0, 18.0, 2.0, 0.0, 2.0]",5.0,"['mix the dry spices together', ""wash and cut the cucumber and put the slices into the bowl-- don't pat them dry or anything"", 'leave them wet so it can pick up the seasoning', 'pour the seasoning mix onto the cucumber slices and toss around in the bowl so they each get plenty of the mix', ""they're ready to eat ! about 2 generously-sized servings that are great for a lunch or snack side dish""]","after enjoying recipe #230631 the other day, i decided to jazz up some cucumbers instead of making the sandwiches by using the same spices i used. feel free to use chopped fresh mint leaves, i prefer the taste and texture of dried mint.","cucumber, dried mint, kosher salt, ground black pepper",4.0,25.3,0.0,10.0,18.0,2.0,0.0,2.0
2 point play,290008.0,5.0,330545.0,2008-03-04,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'occasion', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'holiday-event', 'cocktails', 'superbowl', 'number-of-servings', '3-steps-or-less']","[65.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2.0,"['pour ingredients into a cocktail shaker with ice', 'shake and strain into a chilled martini glass']",courtesy dekuyper.,"sour apple schnapps, absolut vodka",2.0,65.5,0.0,0.0,0.0,0.0,0.0,0.0
2 second italian bread olive oil dip,427175.0,1.0,1375473.0,2010-05-25,"['lactose', 'weeknight', '15-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', '5-ingredients-or-less', 'appetizers', 'easy', 'european', 'no-cook', 'beginner-cook', 'dinner-party', 'vegan', 'vegetarian', 'dips', 'italian', 'dietary', 'egg-free', 'free-of-something', '3-steps-or-less', 'technique']","[119.3, 20.0, 0.0, 0.0, 0.0, 9.0, 0.0]",1.0,"['whisk the two together with a fork , dip your bread in , and enjoy']","know how at some italian restaurants they give you the option of both butter and a dish with herbed olive when they bring out the bread? i found that i actually prefer the olive oil dip to butter in terms of both taste and ease to use; i don't have to wait for olive oil to melt! plus, olive oil is monounsaturated fat that's better for you while butter is saturated fat that isn't. i use recipe #391627, feel free to use another mix or storebought seasoning-- tastes just like the kind in restaurants to enjoy with focaccia or crusty italian bread.","olive oil, italian seasoning",2.0,119.3,20.0,0.0,0.0,0.0,9.0,0.0
2 step garlic pork chops,216014.0,30.0,460955.0,2007-03-10,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'very-low-carbs', 'main-dish', 'pork', 'poultry', 'easy', 'beginner-cook', 'chicken', 'dietary', 'one-dish-meal', 'low-carb', 'low-in-something', 'meat', 'pork-chops', 'chicken-breasts']","[406.6, 34.0, 4.0, 28.0, 84.0, 33.0, 2.0]",9.0,"['heat the oil in a 10-inch skillet over medium-high heat', 'add the chops and garlic and cook for 10 minutes or until the chops are well browned on both sides', 'remove the chops and set aside', 'stir the soup and milk into the skillet', 'heat to a boil', 'return the chops to the skillet and reduce the heat to low', 'cover and cook for 5 minutes or until the chops are slightly pink in the center', 'the internal temperature of the pork chops should reach 160f', 'this recipe is also on the campbells page used with chicken']","my mom sent this one my way. it's really easy to make and really yummy.

recipe source: campbell’s kitchen
www.campbellskitchen.com","vegetable oil, boneless pork chops, garlic clove, campbell's cream of mushroom soup, milk",5.0,406.6,34.0,4.0,28.0,84.0,33.0,2.0
2 step pound cake  for a kitchen aide mixer,144841.0,110.0,29783.0,2005-11-13,"['time-to-make', 'course', 'preparation', 'occasion', 'for-large-groups', 'desserts', 'easy', 'holiday-event', 'cakes', 'gifts', 'taste-mood', 'sweet', 'equipment', 'small-appliance', 'mixer', 'number-of-servings', '4-hours-or-less']","[498.7, 39.0, 151.0, 8.0, 12.0, 77.0, 20.0]",9.0,"['preheat oven to 325 degrees farenheit', 'layer in mixer in order given', 'beat at low 1 minute', 'scrape sides', 'beat at medium 2 minutes', 'pour batter into a greased and floured 10 inch tube pan', 'bake at 325 for 1 hour and 30 minutes or until it tests done in the middle', 'cool in pan for 10 minutes', 'remove from pan and cool completely']",this recipe was published in a southern living magazine and my sister and i love it.  you must use a kitchen aid mixer or similar stand mixer! you cannot use a hand mixer or rotary bowl mixer. easy and yummy.  you can glaze with thinned apricot preserves for a little more decadence.  i have used the recipe for petit fours baked in a 10 x 15 pan with a poured/dipped fondant.  this recipe always brings compliments.  prep time includes cooling.,"flour, sugar, butter, milk, eggs, vanilla extract",6.0,498.7,39.0,151.0,8.0,12.0,77.0,20.0
2 step pumpkin cheesecake,4764.0,30.0,1533.0,1999-11-21,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'desserts', 'eggs-dairy', 'american', 'refrigerator', 'dinner-party', 'cheesecake', 'dietary', 'equipment', 'number-of-servings']","[382.8, 37.0, 109.0, 15.0, 9.0, 59.0, 13.0]",6.0,"['beat cream cheese , pumpkin , sugar and pumpkin pie spice in large bowl with wire whisk or electric mixer until smooth', 'gently stir in whipped topping', 'spoon into crust', 'refrigerate three hours or until set', 'garnish as desired', 'store leftover cheesecake in refrigerator']",,"cream cheese, canned pumpkin, sugar, pumpkin pie spice, whipped topping, prepared graham cracker crust",6.0,382.8,37.0,109.0,15.0,9.0,59.0,13.0
2   baby potatoes with rosemary,162657.0,60.0,210188.0,2006-04-03,"['lactose', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'side-dishes', 'potatoes', 'vegetables', 'easy', 'beginner-cook', 'dinner-party', 'holiday-event', 'spring', 'dietary', 'seasonal', 'high-fiber', 'inexpensive', 'egg-free', 'free-of-something', 'high-in-something', 'number-of-servings']","[207.3, 8.0, 10.0, 15.0, 7.0, 4.0, 11.0]",6.0,"['preheat oven to 425f', 'cut each potato in half or into quarters if large', 'place potatoes in large bowl & toss with olive oil , chopped rosemary , salt , and pepper', 'put into roasting pan', 'roast potatoes 30 to 40 minutes , turning occasionally with metal spatula , until golden and fork-tender', 'garnish with rosemary sprigs']",this is the starch for the easter dinner from good housekeeping. receipe #1 was roast leg of lamb with figs and wine,"small potatoes, olive oil, fresh rosemary, salt, fresh coarse ground black pepper, rosemary sprig",6.0,207.3,8.0,10.0,15.0,7.0,4.0,11.0
20 min  sour cream chicken enchiladas,250347.0,40.0,522036.0,2007-09-03,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'main-dish', 'poultry', 'mexican', 'easy', 'beginner-cook', 'chicken', 'dietary', 'one-dish-meal', 'oamc-freezer-make-ahead', 'inexpensive', 'meat', 'chicken-breasts', 'whole-chicken', 'number-of-servings']","[685.3, 69.0, 31.0, 74.0, 57.0, 114.0, 13.0]",12.0,"['heat tortillas in oil and drain', ""place 1 t of mixture in the middle and roll up -- line them all up in a casserole and when done -- pour what's left over on top and cover with cheese"", 'bake 350 for 20 minutes', 'top with salsa or any relish you like', 'p', 's', 'i make my own soup', 'i melt butter or margarine and add enough flour to make a thin paste and some salt and pepper', 'i cook this about 2 min while stirring with a whisk as it thickens', 'then i add 1 can of beef broth and some powdered chicken stock and when it gets to the consistency i want i add the 2 cans of chicken & the juice , sour cream and some chopped jalapenos', 'after rolling up the tortillas i bake- 5 min before done i top with mexican cheese and some chopped tops of green onion', 'we serve salsa on the side']",this recipe is good !  i went to a meeting two weeks ago and someone brought it.  it disappeared quick !  the lady said it is from the 70's...that they use to have neighborhood block parties when her children were babies and someone shared it....enjoy!!!,"canned chicken, cream of chicken soup, diced green chilies, sour cream, mexican cheese, green onion, flour tortillas",7.0,685.3,69.0,31.0,74.0,57.0,114.0,13.0
20 minute chicken alfredo recipe,313624.0,35.0,890074.0,2008-07-14,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'pasta', 'easy', 'beginner-cook', 'pasta-rice-and-grains']","[846.9, 83.0, 1.0, 26.0, 83.0, 149.0, 16.0]",8.0,"['season boneless chicken breast with black pepper and italian seasoning to taste', 'cook as desired', 'boil noodles per directions', 'in a medium , non-stick sauce pan place half & half , butter , and cream cheese into pan', 'stir constantly on low / low-medium setting and gradually add parmesan cheese', 'sauce will thicken as desired , usually 15-20 minutes', 'drain noodles , cut chicken into strips and top with alfredo sauce', 'enjoy !']","tasty, yet simple recipe that all of my friends love. i actually prefer to use colored, spiral noodles for looks and texture; however, i've written the recipe for using traditional fettuccini noodles. serve with garlic bread for a perfect meal you entire family will love.","half-and-half cream, philadelphia cream cheese, kraft 100% parmesan cheese, butter, fettuccine pasta, boneless chicken breasts, black pepper, italian seasoning",8.0,846.9,83.0,1.0,26.0,83.0,149.0,16.0
20 minute chicken nuggets,160776.0,20.0,219733.0,2006-03-20,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'lunch', 'snacks', 'poultry', 'easy', 'beginner-cook', 'chicken', 'dietary', 'high-protein', 'low-carb', 'inexpensive', 'high-in-something', 'low-in-something', 'meat', 'chicken-breasts']","[233.4, 16.0, 0.0, 12.0, 49.0, 15.0, 2.0]",7.0,"['cut chicken breasts into bite-sized pieces and begin heating the oil in a pan', 'combine flour and salt in a bowl', 'in a smaller bowl , combine vinegar and baking soda', 'pour the vinegar and baking soda mixture into the flour mixture along with the 1 / 3 cup of water', 'stir to smoothen the batter', 'coat chicken piece in batter and let excess batter drip off before placing it into your hot oil', 'fry till nice and golden brown']",these can be prepared very very quickly for a quick lunch or dinner....,"chicken breast, flour, salt, water, vinegar, baking soda, oil",7.0,233.4,16.0,0.0,12.0,49.0,15.0,2.0
20 minute creamy pesto chicken and bow ties,104732.0,20.0,7108.0,2004-11-24,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'pasta', 'poultry', 'easy', 'beginner-cook', 'chicken', 'stove-top', 'dietary', 'meat', 'chicken-breasts', 'pasta-rice-and-grains', 'equipment']","[377.8, 23.0, 3.0, 30.0, 62.0, 33.0, 9.0]",6.0,"['boil water for pasta', 'cook and drain', 'meanwhile , in a skillet , melt butter or margarine and brown cubed chicken', 'add soup , pesto sauce and milk to skillet', 'bring to a boil and cook on low for about 5 minutes', 'stir in pasta and heat through']","a stovetop dinner prepped, cooked and on the table in twenty. serve with a tossed salad or veggie and warm bread for a complete meal.","bow tie pasta, butter, boneless skinless chicken breast, cream of chicken soup, pesto sauce, milk",6.0,377.8,23.0,3.0,30.0,62.0,33.0,9.0
20 minute easy ravioli  or tortellini bolognese,138700.0,20.0,7108.0,2005-09-23,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'main-dish', 'beef', 'pasta', 'kid-friendly', 'stove-top', 'dietary', 'meat', 'pasta-rice-and-grains', 'ravioli-tortellini', 'equipment']","[222.4, 18.0, 29.0, 23.0, 26.0, 19.0, 4.0]",9.0,"['prepare frozen pasta as directed', 'drain', 'while pasta is cooking , in a saucepan or skillet , heat olive oil', 'add ground beef , onion and garlic', 'cook until beef is browned', 'add tomatoes , wine or broth , mushrooms , basil and oregano / thyme and mix', 'simmer for 5 minutes , stirring occasionally', 'add salt and pepper to taste', 'serve sauce over cooked pasta']",a very easy and great tasting pasta dinner to serve to the family on those busy weeknights.  i serve this with a salad or veggie and warm bread.  this recipe is courtesy of rosetto.,"ravioli, olive oil, ground beef, onion, garlic clove, diced tomatoes, tomato sauce, red wine, mushrooms, basil, oregano, salt and pepper",12.0,222.4,18.0,29.0,23.0,26.0,19.0,4.0
20 minute garlic rosemary chicken   brown rice dinner,17231.0,60.0,23728.0,2002-01-17,"['lactose', '60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'north-american', 'healthy', 'main-dish', 'poultry', 'rice', 'american', 'low-fat', 'chicken', 'stove-top', 'dietary', 'low-sodium', 'low-saturated-fat', 'low-calorie', 'low-carb', 'free-of-something', 'low-in-something', 'meat', 'chicken-breasts', 'pasta-rice-and-grains', 'brown-rice', 'equipment']","[202.5, 8.0, 0.0, 4.0, 58.0, 5.0, 2.0]",16.0,"['heat oil in large nonstick skillet on medium-high heat', 'add chicken', 'sprinkle with 1 / 4 tsp', 'each of the garlic powder and rosemary', 'cover', 'cook 4 minutes on each side or until chicken is cooked through', 'remove chicken from skillet', 'add broth and water to skillet', 'stir', 'bring to boil', 'stir in rice and remaining garlic powder and rosemary', 'top with chicken', 'cover', 'cook on low heat 5 minutes', 'remove from heat', 'let stand 5 minutes']",,"oil, boneless skinless chicken breast halves, garlic powder, dried rosemary leaves, reduced-sodium chicken broth, water, minute brown rice",7.0,202.5,8.0,0.0,4.0,58.0,5.0,2.0
20 minute honey granola   easy,472957.0,24.0,526614.0,2012-01-25,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'granola-and-porridge', 'breakfast', 'snacks', 'easy', 'beginner-cook', 'kid-friendly', 'vegetarian', 'grains', 'dietary', 'inexpensive', 'toddler-friendly', 'pasta-rice-and-grains', 'brunch', 'from-scratch']","[340.9, 25.0, 78.0, 6.0, 14.0, 9.0, 14.0]",10.0,"['heat oven to 300 degrees', 'combine oats , nuts , salt , cinnamon and flax in a large bowl and set aside', 'combine oil , honey and vanilla in another , smaller bowl', 'mix wet ingredients into dry - you may need to use your hands', 'then spread the mixture onto two cookie sheets lined with foil or parchment', 'bake 10 minutes', 'then remove from oven and stir', 'bake an additional 10 minutes or until slightly golden', 'remove from oven and allow to cool completely', 'when cooled , transfer into an airtight container for storage']",this is a super easy granola recipe. it isn't overly sweet and is a real crowd-pleaser. it also makes your house smell fabulous for hours after you bake it. i normally add about 2 tbsp. wheat germ and a tsp. brewers yeast to my dry ingredients - for nutritional value.,"rolled oats, salt, almonds, ground cinnamon, ground flax seeds, oil, honey, vanilla extract",8.0,340.9,25.0,78.0,6.0,14.0,9.0,14.0
